filename,model,codec,quality,true_class,original_pred,compressed_pred,original_confidence,compressed_confidence,original_correct,compressed_correct
AnnualCrop/AnnualCrop_2627.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,SeaLake,0.967502236366272,0.680251955986023,True,False
AnnualCrop/AnnualCrop_2487.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,SeaLake,0.9992130994796753,0.7040965557098389,True,False
AnnualCrop/AnnualCrop_2558.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,SeaLake,0.9175390601158142,0.6937651634216309,True,False
AnnualCrop/AnnualCrop_2992.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,SeaLake,0.5639971494674683,0.849111020565033,True,False
AnnualCrop/AnnualCrop_2741.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,SeaLake,0.9287634491920471,0.8865888118743896,True,False
AnnualCrop/AnnualCrop_2244.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,SeaLake,0.9594215154647827,0.8717998266220093,True,False
AnnualCrop/AnnualCrop_2750.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,SeaLake,0.5682839155197144,0.6641027331352234,True,False
AnnualCrop/AnnualCrop_979.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,Pasture,0.8682158589363098,0.8973401784896851,True,False
AnnualCrop/AnnualCrop_2600.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,SeaLake,0.9830326437950134,0.5154325366020203,True,False
AnnualCrop/AnnualCrop_495.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,SeaLake,0.998454213142395,0.9362779855728149,True,False
AnnualCrop/AnnualCrop_1525.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,SeaLake,0.7891927361488342,0.5870478749275208,True,False
AnnualCrop/AnnualCrop_615.jpg,ResNet-18,cheng2020-attn,q5,AnnualCrop,AnnualCrop,SeaLake,0.9648983478546143,0.9409559369087219,True,False
Forest/Forest_2243.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999467134475708,0.9999998807907104,True,False
Forest/Forest_2043.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.993880033493042,0.9999995231628418,True,False
Forest/Forest_2189.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.951162576675415,0.9998624324798584,True,False
Forest/Forest_937.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999998807907104,1.0,True,False
Forest/Forest_2822.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9998629093170166,0.9999862909317017,True,False
Forest/Forest_178.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9998146891593933,0.9999978542327881,True,False
Forest/Forest_767.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9486472606658936,0.9997701048851013,True,False
Forest/Forest_1801.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9958345890045166,1.0,True,False
Forest/Forest_2465.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999332427978516,0.9999991655349731,True,False
Forest/Forest_297.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999518394470215,1.0,True,False
Forest/Forest_934.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999984502792358,0.9965984225273132,True,False
Forest/Forest_2319.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999241828918457,0.9999158382415771,True,False
Forest/Forest_2689.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,Pasture,0.999853253364563,0.9114248752593994,True,False
Forest/Forest_614.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999983310699463,0.9993531107902527,True,False
Forest/Forest_1007.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9995445609092712,0.9999874830245972,True,False
Forest/Forest_443.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999704360961914,0.9998158812522888,True,False
Forest/Forest_2204.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999998807907104,1.0,True,False
Forest/Forest_2799.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9998168349266052,0.9995239973068237,True,False
Forest/Forest_2675.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9658257365226746,0.9999994039535522,True,False
Forest/Forest_2359.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999821186065674,0.9999961853027344,True,False
Forest/Forest_2023.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999427318572998,0.9911012649536133,True,False
Forest/Forest_29.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999959468841553,0.9999983310699463,True,False
Forest/Forest_2484.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999997615814209,0.9999998807907104,True,False
Forest/Forest_956.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999758005142212,1.0,True,False
Forest/Forest_1277.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,Pasture,0.9999982118606567,0.5247413516044617,True,False
Forest/Forest_2665.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9997760653495789,0.999997615814209,True,False
Forest/Forest_2381.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9989987015724182,0.999995231628418,True,False
Forest/Forest_2525.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999953508377075,1.0,True,False
Forest/Forest_612.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9983627200126648,0.9999998807907104,True,False
Forest/Forest_199.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999644756317139,0.999996542930603,True,False
Forest/Forest_427.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.981791615486145,0.8883309960365295,True,False
Forest/Forest_1522.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.989453911781311,0.999911904335022,True,False
Forest/Forest_751.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999771118164062,0.9999998807907104,True,False
Forest/Forest_2446.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999866485595703,1.0,True,False
Forest/Forest_665.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999893307685852,0.8505802750587463,True,False
Forest/Forest_2186.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999122619628906,0.9999982118606567,True,False
Forest/Forest_1538.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999873638153076,0.999998927116394,True,False
Forest/Forest_1919.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999669790267944,0.9999890327453613,True,False
Forest/Forest_1488.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999995231628418,0.9999998807907104,True,False
Forest/Forest_1466.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9994625449180603,0.9998075366020203,True,False
Forest/Forest_202.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9979998469352722,0.999963641166687,True,False
Forest/Forest_1216.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9997896552085876,0.9999990463256836,True,False
Forest/Forest_2515.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9966999888420105,0.9999997615814209,True,False
Forest/Forest_1499.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9971562623977661,0.9990391731262207,True,False
Forest/Forest_135.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9996485710144043,0.9996514320373535,True,False
Forest/Forest_2896.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9998618364334106,0.9998576641082764,True,False
Forest/Forest_1985.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.6735596060752869,0.9999924898147583,True,False
Forest/Forest_676.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999959468841553,1.0,True,False
Forest/Forest_2065.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9972796440124512,0.9999904632568359,True,False
Forest/Forest_2077.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,Pasture,0.9999251365661621,0.7046825885772705,True,False
Forest/Forest_2191.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999931812286377,1.0,True,False
Forest/Forest_1619.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999476671218872,0.9999998807907104,True,False
Forest/Forest_2985.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999867677688599,1.0,True,False
Forest/Forest_499.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9938231706619263,0.9998094439506531,True,False
Forest/Forest_2034.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999998807907104,1.0,True,False
Forest/Forest_2961.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9847186207771301,0.9973428845405579,True,False
Forest/Forest_75.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999561309814453,1.0,True,False
Forest/Forest_40.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.99998939037323,0.9999635219573975,True,False
Forest/Forest_1217.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9962670207023621,0.9995409250259399,True,False
Forest/Forest_819.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999921321868896,0.9999657869338989,True,False
Forest/Forest_1760.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999817609786987,0.9990792274475098,True,False
Forest/Forest_870.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.8629253506660461,1.0,True,False
Forest/Forest_57.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999688982963562,1.0,True,False
Forest/Forest_161.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9826884865760803,1.0,True,False
Forest/Forest_2577.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9996739625930786,0.9999852180480957,True,False
Forest/Forest_630.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9988307356834412,0.9999788999557495,True,False
Forest/Forest_548.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,1.0,0.9994420409202576,True,False
Forest/Forest_466.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999956488609314,0.9999347925186157,True,False
Forest/Forest_1772.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9987326264381409,0.9999964237213135,True,False
Forest/Forest_1872.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9994008541107178,0.9999805688858032,True,False
Forest/Forest_1430.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999383807182312,0.9999849796295166,True,False
Forest/Forest_2617.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.998497486114502,1.0,True,False
Forest/Forest_1319.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9997681975364685,0.9999881982803345,True,False
Forest/Forest_2283.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9129258394241333,0.9999997615814209,True,False
Forest/Forest_1968.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.674909234046936,0.9999986886978149,True,False
Forest/Forest_2657.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.989611029624939,0.9999984502792358,True,False
Forest/Forest_1117.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9985145926475525,0.9999977350234985,True,False
Forest/Forest_2096.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9997523427009583,0.9999996423721313,True,False
Forest/Forest_1910.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999970197677612,0.9999995231628418,True,False
Forest/Forest_1376.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9994300007820129,1.0,True,False
Forest/Forest_2566.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9998574256896973,0.9999784231185913,True,False
Forest/Forest_1804.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9280297160148621,0.9609956741333008,True,False
Forest/Forest_311.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9997901320457458,0.9999997615814209,True,False
Forest/Forest_2625.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999947547912598,0.9999980926513672,True,False
Forest/Forest_1151.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999535083770752,0.9999996423721313,True,False
Forest/Forest_2998.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9957558512687683,0.9999321699142456,True,False
Forest/Forest_2350.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9996256828308105,0.9982746839523315,True,False
Forest/Forest_300.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9998155236244202,0.9999942779541016,True,False
Forest/Forest_984.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9972826242446899,1.0,True,False
Forest/Forest_743.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999947547912598,0.9999998807907104,True,False
Forest/Forest_409.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999126195907593,0.9999805688858032,True,False
Forest/Forest_1415.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9998176693916321,1.0,True,False
Forest/Forest_866.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999558925628662,0.9527563452720642,True,False
Forest/Forest_324.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999293088912964,0.9999594688415527,True,False
Forest/Forest_2824.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9979782700538635,1.0,True,False
Forest/Forest_383.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999896287918091,1.0,True,False
Forest/Forest_2685.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9997262358665466,0.9999991655349731,True,False
Forest/Forest_1618.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9366711974143982,0.9999998807907104,True,False
Forest/Forest_2062.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.98976069688797,0.9997857213020325,True,False
Forest/Forest_2981.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9978808760643005,0.9997629523277283,True,False
Forest/Forest_1827.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999961853027344,1.0,True,False
Forest/Forest_2010.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999885559082031,1.0,True,False
Forest/Forest_1118.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999582767486572,0.9999990463256836,True,False
Forest/Forest_2075.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9989651441574097,1.0,True,False
Forest/Forest_1811.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9997723698616028,0.9999610185623169,True,False
Forest/Forest_1111.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999949932098389,1.0,True,False
Forest/Forest_382.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999912977218628,0.9999990463256836,True,False
Forest/Forest_1302.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9947249293327332,0.9999467134475708,True,False
Forest/Forest_1615.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.99842369556427,0.7855525612831116,True,False
Forest/Forest_280.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999854326248169,0.9998825788497925,True,False
Forest/Forest_2635.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9968131184577942,0.9997546076774597,True,False
Forest/Forest_2530.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999892711639404,1.0,True,False
Forest/Forest_2811.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9709495306015015,0.9999988079071045,True,False
Forest/Forest_873.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999264478683472,0.9999985694885254,True,False
Forest/Forest_2862.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999682903289795,0.9999991655349731,True,False
Forest/Forest_369.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9992139339447021,1.0,True,False
Forest/Forest_2413.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9928604960441589,0.9999998807907104,True,False
Forest/Forest_1718.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999911785125732,1.0,True,False
Forest/Forest_1501.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9981485605239868,0.9999809265136719,True,False
Forest/Forest_2785.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9964190721511841,1.0,True,False
Forest/Forest_1033.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9998723268508911,0.999998927116394,True,False
Forest/Forest_2321.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.8692322969436646,0.9999998807907104,True,False
Forest/Forest_1196.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9858978986740112,0.9999966621398926,True,False
Forest/Forest_582.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999987006187439,1.0,True,False
Forest/Forest_2661.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9998082518577576,0.9999984502792358,True,False
Forest/Forest_2158.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999752044677734,0.9998247027397156,True,False
Forest/Forest_1689.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9998121857643127,0.9934945702552795,True,False
Forest/Forest_1515.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9995538592338562,0.9999910593032837,True,False
Forest/Forest_2063.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9998668432235718,0.9903961420059204,True,False
Forest/Forest_2803.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,Pasture,0.9998823404312134,0.951893150806427,True,False
Forest/Forest_1613.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9990584254264832,0.9999823570251465,True,False
Forest/Forest_963.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999981164932251,0.9999998807907104,True,False
Forest/Forest_1637.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9975735545158386,0.9998518228530884,True,False
Forest/Forest_838.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999943971633911,0.9999988079071045,True,False
Forest/Forest_2980.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9986863732337952,0.9999876022338867,True,False
Forest/Forest_641.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9938393235206604,0.9999980926513672,True,False
Forest/Forest_2793.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9903174638748169,0.9999995231628418,True,False
Forest/Forest_995.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9365983009338379,0.9999995231628418,True,False
Forest/Forest_2558.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9997509121894836,0.9999408721923828,True,False
Forest/Forest_2412.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999958276748657,0.9999985694885254,True,False
Forest/Forest_417.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.999991774559021,0.9999998807907104,True,False
Forest/Forest_1506.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9785031676292419,0.9995853304862976,True,False
Forest/Forest_497.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9997581839561462,0.9999914169311523,True,False
Forest/Forest_854.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999953508377075,0.9999995231628418,True,False
Forest/Forest_747.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999624490737915,1.0,True,False
Forest/Forest_2882.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999744892120361,1.0,True,False
Forest/Forest_152.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999880790710449,1.0,True,False
Forest/Forest_2375.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999994039535522,1.0,True,False
Forest/Forest_1673.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999979734420776,0.9996867179870605,True,False
Forest/Forest_143.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9982646107673645,0.9999984502792358,True,False
Forest/Forest_2123.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999984502792358,0.6724197268486023,True,False
Forest/Forest_1879.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999758005142212,1.0,True,False
Forest/Forest_1432.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999929666519165,0.9999998807907104,True,False
Forest/Forest_2152.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999856948852539,0.39312657713890076,True,False
Forest/Forest_1492.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9997379183769226,0.9999942779541016,True,False
Forest/Forest_1310.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.978538453578949,0.999968409538269,True,False
Forest/Forest_474.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999676942825317,1.0,True,False
Forest/Forest_563.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999994039535522,0.999998927116394,True,False
Forest/Forest_2095.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.996518611907959,0.9999871253967285,True,False
Forest/Forest_1634.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9939334988594055,1.0,True,False
Forest/Forest_574.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.5992044806480408,0.9999992847442627,True,False
Forest/Forest_92.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9999945163726807,1.0,True,False
Forest/Forest_2296.jpg,ResNet-18,cheng2020-attn,q5,Forest,Forest,SeaLake,0.9851371049880981,1.0,True,False
