filename,model,codec,quality,true_class,original_pred,compressed_pred,original_confidence,compressed_confidence,original_correct,compressed_correct
AnnualCrop/AnnualCrop_2487.jpg,ResNet-18,cheng2020-attn,q6,AnnualCrop,AnnualCrop,SeaLake,0.9992130994796752,0.7637325525283813,True,False
AnnualCrop/AnnualCrop_495.jpg,ResNet-18,cheng2020-attn,q6,AnnualCrop,AnnualCrop,SeaLake,0.998454213142395,0.6639030575752258,True,False
Forest/Forest_2243.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999467134475708,0.9999994039535522,True,False
Forest/Forest_2043.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.993880033493042,0.9997602105140686,True,False
Forest/Forest_937.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999998807907104,0.9999984502792358,True,False
Forest/Forest_2822.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9998629093170166,0.999994158744812,True,False
Forest/Forest_178.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9998146891593932,0.9999966621398926,True,False
Forest/Forest_1801.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9958345890045166,0.9999979734420776,True,False
Forest/Forest_2465.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999332427978516,0.9999951124191284,True,False
Forest/Forest_297.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999518394470216,1.0,True,False
Forest/Forest_934.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999984502792358,0.9755242466926576,True,False
Forest/Forest_2319.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999241828918456,0.999954342842102,True,False
Forest/Forest_2689.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,Pasture,0.999853253364563,0.9829654097557068,True,False
Forest/Forest_614.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999983310699464,0.9986019730567932,True,False
Forest/Forest_1007.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9995445609092712,0.9974462985992432,True,False
Forest/Forest_443.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999704360961914,0.9990209341049194,True,False
Forest/Forest_2204.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999998807907104,0.9999998807907104,True,False
Forest/Forest_2799.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9998168349266052,0.4756724238395691,True,False
Forest/Forest_2359.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999821186065674,0.9999988079071044,True,False
Forest/Forest_2023.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.999427318572998,0.5686977505683899,True,False
Forest/Forest_29.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999959468841552,0.9999951124191284,True,False
Forest/Forest_2484.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999997615814208,0.9999939203262328,True,False
Forest/Forest_956.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999758005142212,0.9999997615814208,True,False
Forest/Forest_1277.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,Pasture,0.9999982118606568,0.9965805411338806,True,False
Forest/Forest_2665.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9997760653495787,0.9999995231628418,True,False
Forest/Forest_2381.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9989987015724182,0.9999847412109376,True,False
Forest/Forest_2525.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999953508377076,0.9999927282333374,True,False
Forest/Forest_612.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9983627200126648,0.9999970197677612,True,False
Forest/Forest_199.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.999964475631714,0.9999897480010986,True,False
Forest/Forest_751.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999771118164062,0.9999934434890748,True,False
Forest/Forest_2446.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999866485595704,1.0,True,False
Forest/Forest_665.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,Pasture,0.999893307685852,0.918659806251526,True,False
Forest/Forest_2186.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999122619628906,0.9996745586395264,True,False
Forest/Forest_1538.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999873638153076,0.9999964237213136,True,False
Forest/Forest_1919.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999669790267944,0.999964714050293,True,False
Forest/Forest_1488.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9999995231628418,0.9993952512741088,True,False
Forest/Forest_1466.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9994625449180604,0.9994539618492126,True,False
Forest/Forest_202.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9979998469352722,0.9998273849487304,True,False
Forest/Forest_1216.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9997896552085876,0.9997819066047668,True,False
Forest/Forest_2515.jpg,ResNet-18,cheng2020-attn,q6,Forest,Forest,SeaLake,0.9966999888420104,1.0,True,False
